,Unnamed: 0,x,y
0,-0.3,0.8666666666666667,-0.8600000000000001
1,-0.23333333333333334,1.0,-0.9266666666666667
2,-0.16666666666666666,0.9333333333333335,-0.9266666666666667
3,-0.1,1.0666666666666667,-0.9933333333333334
4,-0.03333333333333333,1.1333333333333335,-0.9933333333333334
5,0.03333333333333333,1.2666666666666668,-0.9266666666666667
6,0.1,1.2666666666666668,-1.1266666666666667
7,0.16666666666666666,1.3333333333333335,-1.06
8,0.23333333333333334,1.3333333333333335,-0.7933333333333334
9,0.3,1.3333333333333335,-0.8600000000000001
10,0.36666666666666664,1.3333333333333335,-0.9933333333333334
11,0.43333333333333335,1.3333333333333335,-1.1266666666666667
12,0.5,1.2000000000000002,-1.06
13,0.5666666666666667,1.2666666666666668,-1.06
